Company_Name,Symbol_BSE,Symbol_NSE,BSE_Code,ISIN
Surya India Limited,SURYAINDIA,,539253.0,INE446E01019
ATV PROJECTS INDIA LTD.,ATVPR,,500028.0,INE447A01015
AUTOLITE (INDIA) LTD.,AUTOLITIND,,500029.0,INE448A01013
PICTUREHOUSE MEDIA LTD.,PICTUREHS,,532355.0,INE448B01029
PADAM COTTON YARNS LTD.,PADAMCO,,531395.0,INE448D01017
Unipro Technologies Limited,UPROTECH,,540189.0,INE448F01012
Nath Bio-Genes (India) Limited,NATHBIOGEN,NATHBIOGEN,537291.0,INE448G01010
PREMIER PIPES LTD.,PREMPIPES,,513291.0,INE448N01024
Automotive Axles Limited,AUTOAXLES,AUTOAXLES,505010.0,INE449A01011
ANDREW YULE & COMPANY LTD.,ANDREWYU,,526173.0,INE449C01025
Agri-Tech (India) Limited,AGRITECH,AGRITECH,537292.0,INE449G01018
AUTORIDERS FINANCE LTD.,AUTORIDFIN,,500030.0,INE450A01019
Pitti Engineering Limited,PITTIENG,PITTIENG,513519.0,INE450D01021
SUKHJIT STARCH & CHEMICALS LTD,SUKHJITS,,524542.0,INE450E01011
Sukhjit Starch & Chemicals Limited,,SUKHJITS,,INE450E01029
VIP Clothing Limited,VIPCLOTHNG,VIPCLOTHNG,532613.0,INE450G01024
CENTRON INDUSTRIAL ALLIANCE LT,CTRNIND,,509499.0,INE450L01024
ROUTE MOBILE LIMITED,ROUTE,ROUTE,543228.0,INE450U01017
FORCE MOTORS LTD,FORCEMOT,FORCEMOT,500033.0,INE451A01017
AUTOMOBILE CORPORATION OF GOA,ACGL,,505036.0,INE451C01013
Rajratan Global Wire Limited,RAJGLOWIR,RAJRATAN,517522.0,INE451D01029
Apollo Sindoori Hotels Limited,,APOLSINHOT,,INE451F01024
Mahamaya Steel Industries Limited,MAHASTEEL,MAHASTEEL,513554.0,INE451L01014
GROWINGTON VENTURES INDIA LIMI,GROWINGTON,,539222.0,INE451S01019
RELIC TECHNOLOGIES LTD.,RELICTEC,,511712.0,INE452B01013
INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE,INCREDIBLE,538365.0,INE452L01012
PINE ANIMATION LIMITED,PINEANIM,,511421.0,INE452N01026
Future Lifestyle Fashions Limited,FLFL,FLFL,536507.0,INE452O01016
Suncare Traders Limited,SCTL,,539526.0,INE452S01025
Deccan Health Care Limited,DECCAN,,542248.0,INE452W01019
Shreeshay Engineers Limited,SHREESHAY,,541112.0,INE452Z01012
Compucom Software Limited,COMPUSOFT,COMPUSOFT,532339.0,INE453B01029
Sarla Performance Fibers Limited,SARLAPOLY,SARLAPOLY,526885.0,INE453D01025
KANUNGO FINANCIERS LIMITED,KANUNGO,,540515.0,INE453S01015
SEASONS FURNISHINGS LTD.,SEASONF,,521182.0,INE454D01015
ABATE AS INDUSTRIES LIMITED,ABATEAS,,531658.0,INE454E01013
7SEAS ENTERTAINMENT LIMITED,7SEASL,,540874.0,INE454F01010
NAGARJUNA FERTILIZERS AND CHEM,NAGARFERT,,539917.0,INE454M01024
Transrail Lighting Limited,,TRANSRAILL,,INE454P01035
DEVINE IMPEX LTD.,DEVINE,,531585.0,INE455C01014
SHAH FOODS LTD.,SHAHFOOD,,519031.0,INE455D01012
JAIPRAKASH ASSOCIATES LTD.,JPASSOCIAT,,532532.0,INE455F01025
RAJATH FINANCE LIMITED,RAJATH,,507962.0,INE455H01013
Kaveri Seed Company Limited,KSCL,KSCL,532899.0,INE455I01029
Polycab India Limited,POLYCAB,POLYCAB,542652.0,INE455K01017
INDO-CITY INFOTECH LTD.,INDOCITY,,532100.0,INE456B01014
SRI LAKSHMI SARASWATHI TEXTILE,SLSTLQ,,521161.0,INE456D01010
SIMPLEX PAPERS LTD.,SIMPLXPAP,,533019.0,INE456H01011
COMFORT COMMOTRADE LTD.,COMCL,,534691.0,INE456N01019
Medi Assist Healthcare Services Limited,,MEDIASSIST,,INE456Z01021
Bank of Maharashtra,MAHABANK,MAHABANK,532525.0,INE457A01014
DYNAMIC INDUSTRIES LTD.,DYNAMIND,,524818.0,INE457C01010
STANPACKS (INDIA) LTD.,STANPACK,,530931.0,INE457D01018
VALLABH STEELS LTD.,VALLABHSQ,,513397.0,INE457E01016
Salzer Electronics Limited,SALZER,SALZERELEC,517059.0,INE457F01013
ORIENTAL RAIL INFRASTRUCTURE L,ORIRAIL,,531859.0,INE457G01029
SIMPLEX MILLS COMPANY LTD.,SIMPLXMIL,,533018.0,INE457H01019
PG ELECTROPLAST LTD.,PGEL,,533581.0,INE457L01011
PG Electroplast Limited,,PGEL,,INE457L01029
YAMINI INVESTMENTS COMPANY LTD,YAMNINV,,511012.0,INE457N01025
TOYAM SPORTS LIMITED,TOYAMSL,,538607.0,INE457P01020
Kids Medical Systems Limited,KMSL,,540812.0,INE457Y01014
Bhagyanagar India Limited,BHAGYNAGAR,BHAGYANGR,512296.0,INE458B01036
The United Nilgiri Tea Estates Company Limited,,UNITEDTEA,,INE458F01011
Bannari Amman Sugars Limited,BANARISUG,BANARISUG,500041.0,INE459A01010
FLUIDOMAT LTD.,FLUIDOM,,522017.0,INE459C01016
SUNRAJ DIAMOND EXPORTS LTD.,SUNRAJDI,,523425.0,INE459D01014
SOFTBPO GLOBAL SERVICES LTD.,SOFTBPO,,504375.0,INE459E01012
SUPER FINE KNITTERS LIMITED,SKL,,540269.0,INE459U01018
Taylormade Renewables Limited,TRL,,541228.0,INE459Z01017
GANESH HOUSING LIMITED,GANESHHOUC,GANESHHOU,526367.0,INE460C01014
SUPER TANNERY LIMITED,SUPTANERY,,523842.0,INE460D01038
VCCL LTD.,VCCLLTD,,522015.0,INE460E01010
Star Cement Limited,STARCEMENT,STARCEMENT,540575.0,INE460H01021
BARODA RAYON CORPORATION LTD.,BARODARY,,500270.0,INE461A01024
Repro India Limited,REPRO,REPRO,532687.0,INE461B01014
Greenply Industries Limited,GREENPLY,GREENPLY,526797.0,INE461C01038
HLE Glascoat Limited,HLEGLAS,HLEGLAS,522215.0,INE461D01028
AVIVA INDUSTRIES LTD.,AVIVA,,512109.0,INE461H01011
INDIA RADIATORS LTD.,INRADIA,,505100.0,INE461Y01016
Bayer Cropscience Limited,BAYERCROP,BAYERCROP,506285.0,INE462A01022
GUJARAT CARBON & INDUSTRIES LT,GUJCARB,,506457.0,INE462C01010
JAMSHRI REALTY LIMITED,JAMSHRI,,502901.0,INE462D01026
Berger Paints (I) Limited,BERGEPAINT,BERGEPAINT,509480.0,INE463A01038
INFRONICS SYSTEMS LTD,INFRONICS,,537985.0,INE463B01036
TULSYAN NEC LTD.,TULSYAN,,513629.0,INE463D01016
Anand Rathi Wealth Limited,ANANDRATHI,ANANDRATHI,543415.0,INE463V01026
BHARAT BIJLEE LTD.,BBL,,503960.0,INE464A01028
Bharat Bijlee Limited,,BBL,,INE464A01036
UNIVERSAL ARTS LTD.,UNIVARTS,,532378.0,INE464B01018
HG INDUSTRIES LIMITED,HGIND,,513723.0,INE464C01024
VAPI PAPER MILLS LTD.,VAPIPPR,,502589.0,INE464D01014
VIRGO POLYMERS (INDIA) LTD.,VIRPOLY,,531282.0,INE464H01015
Inflame Appliances Limited,INFLAME,,541083.0,INE464Z01017
Bharat Forge Limited,BHARATFORG,BHARATFORG,500493.0,INE465A01025
SHARMA EAST INDIA HOSPITALS &,SHARMEH,,524548.0,INE465H01012
Kkalpana Plastick Limited,KKPLASTICK,,523652.0,INE465K01016
VEEJAY LAKSHMI ENGINEERING WOR,VJLAXMIE,,522267.0,INE466D01019
UNITY INFRAPROJECTS LTD.,UNITY,,532746.0,INE466H01028
360 ONE WAM LIMITED,360ONE,360ONE,542772.0,INE466L01038
Tata Consultancy Services Limited,TCS,TCS,532540.0,INE467B01029
VIRAT INDUSTRIES LTD.,VIRAT,,530521.0,INE467D01017
Saptak Chem And Business Limit,SCBL,,506906.0,INE467X01015
M.P.AGRO INDUSTRIES LTD.,MPAGI,,506543.0,INE468C01017
I-POWER SOLUTIONS INDIA LTD.,IPOWER,,512405.0,INE468F01010
Bimetal Bearings Limited,BIMETAL,BIMETAL,505681.0,INE469A01019
MADHUSUDAN INDUSTRIES LTD.,MADHUDIN,,515059.0,INE469C01023
WIRES & FABRIKS (SA) LTD.,WIREFABR,,507817.0,INE469D01013
KCL Infra Projects Limited,KCLINFRA,,531784.0,INE469F01026
KCL Infra Projects Limited,KCLINF-RE,,750727.0,INE469F20018
3M India Limited,3MINDIA,3MINDIA,523395.0,INE470A01017
NIMBUS INDUSTRIES LTD.,NIMBUSI,,530971.0,INE470M01020
CAPROLACTAM CHEMICALS LTD.,CAPRO,,507486.0,INE470N01010
The New India Assurance Company Limited,NIACL,NIACL,540769.0,INE470Y01017
AVON MERCANTILE LTD.,AVONMERC,,512265.0,INE471D01019
Palash Securities Limited,PALASHSEC,PALASHSECU,540648.0,INE471W01019
Blue Star Limited,BLUESTARCO,BLUESTARCO,500067.0,INE472A01039
Blue Coast Hotels Limited,BLUECOAST,BLUECOAST,531495.0,INE472B01011
SHRISTI INFRASTRUCTURE DEVELOP,SHRISTI,,511411.0,INE472C01027
BLUE CHIP TEX INDUSTRIES LTD.,BLUECHIPT,,506981.0,INE472D01017
MT Educare Limited,MTEDUCARE,MTEDUCARE,534312.0,INE472M01018
Linde India Limited,LINDEINDIA,LINDEINDIA,523457.0,INE473A01011
Hatsun Agro Product Limited,HATSUN,HATSUN,531531.0,INE473B01035
Hatsun Agro Products Ltd.,HATSUN-RE,,750745.0,INE473B20019
STRATMONT INDUSTRIES LIMITED,STRATMONT,,530495.0,INE473C01025
Kingfa Science & Technology (India) Limited,KINGFA,KINGFA,524019.0,INE473D01015
BASANT AGRO TECH (INDIA) LTD.,BASANTGL,,524687.0,INE473E01021
OSCAR GLOBAL LTD.,OSCARGLO,,530173.0,INE473F01010
Citizen Infoline Ltd.,CIL,,538786.0,INE473L01018
Patdiam Jewellery Limited,PJL,,539401.0,INE473T01011
PSL LTD.,PSL,,526801.0,INE474B01017
REMSONS INDUSTRIES LTD.,REMSONSIND,,530919.0,INE474C01015
Remsons Industries Limited,,REMSONSIND,,INE474C01023
SAFFRON INDUSTRIES LIMITED,SAFFRON,,531436.0,INE474D01013
Bhandari Hosiery Exports Limited,BHANDHOS,BHANDARI,512608.0,INE474E01029
R.R.SECURITIES LTD.,RRSECUR,,530917.0,INE474H01014
TULSI EXTRUSIONS LTD.,TULSI,,532948.0,INE474I01012
OMKAR SPECIALITY CHEMICALS LTD,OMKARCHEM,,533317.0,INE474L01016
INDIA FINSEC LTD.,IFINSEC,,535667.0,INE474O01010
Global Health Limited,MEDANTA,MEDANTA,543654.0,INE474Q01031
Hikal Limited,HIKAL,HIKAL,524735.0,INE475B01022
ROSELABS FINANCE LTD.,ROSELABS,,531324.0,INE475C01012
Sangam Finserv Limited,SANGAMFIN,,538714.0,INE475D01010
Caplin Point Laboratories Limited,CAPPL,CAPLIPOINT,524742.0,INE475E01026
SHREENATH INVESTMENTS CO.LTD.,SHRENTI,,503696.0,INE475V01012
CANARA BANK,CANBK,,532483.0,INE476A01014
Canara Bank,,CANBK,,INE476A01022
SUNBRIGHT STOCK BROKING LTD.,SUNBRIGHT,,530763.0,INE476D01026
Can Fin Homes Limited,CANFINHOME,CANFINHOME,511196.0,INE477A01020
Dhunseri Ventures Limited,DVL,DVL,523736.0,INE477B01010
KRIPTOL INDUSTRIES LTD.,KRIPIND,,526753.0,INE477C01034
Netripples Software Limited,NETRIPPLES,,542117.0,INE478B01018
ITL INDUSTRIES LTD.,ITL,,522183.0,INE478D01014
DIVINUS FABRICS LTD,DIVINUS,,538432.0,INE478P01018
CAPRIHANS INDIA LTD.,CAPRIHANS,,509486.0,INE479A01018
SAHARA ONE MEDIA & ENTERTAINME,SAHARA,,503691.0,INE479B01016
Kriti Industries (India) Limited,KRITIIND,KRITI,526423.0,INE479D01038
SOM DISTILLERIES & BREWERIES L,SDBL,,507514.0,INE480C01020
Som Distilleries & Breweries Limited,,SDBL,,INE480C01038
Som Distilleries & Breweries L,SDBL-RE,,750691.0,INE480C20012
Som Distilleries & Breweries L,SDBL-RE1,,750779.0,INE480C20020
Niyogin Fintech Limited,NIYOGIN,,538772.0,INE480D01010
AREX INDUSTRIES LTD.,AREXMIS,,526851.0,INE480H01011
Thomas Scott (India) Limited,THOMASCOTT,THOMASCOTT,533941.0,INE480M01011
Gala Global Products Limited,GGPL,,539228.0,INE480S01026
WILLARD INDIA LTD.,WILLARD,,504227.0,INE481D01018
UltraTech Cement Limited,ULTRACEMCO,ULTRACEMCO,532538.0,INE481G01011
Home First Finance Company India Limited,HOMEFIRST,HOMEFIRST,543259.0,INE481N01025
General Insurance Corporation of India,GICRE,GICRE,540755.0,INE481Y01014
Uniinfo Telecom Services Limited,,UNIINFO,,INE481Z01011
CEAT Limited,CEATLTD,CEATLTD,500878.0,INE482A01020
Tera Software Limited,TERASOFT,TERASOFT,533982.0,INE482B01010
CARYSIL LIMITED,CARYSIL,CARYSIL,524091.0,INE482D01024
Shah Metacorp Limited,GAL,SHAH,533275.0,INE482J01021
GYSCOAL ALLOYS LIMITED,GAL-RE,,750749.0,INE482J20013
OLYMPIA INDUSTRIES LTD.,OLYMPTX,,521105.0,INE482O01021
Central Bank of India,CENTRALBK,CENTRALBK,532885.0,INE483A01010
Indo Count Industries Limited,ICIL,ICIL,521016.0,INE483B01026
Tanla Platforms Limited,TANLA,TANLA,532790.0,INE483C01032
RAP MEDIA LTD.,RAP,,531583.0,INE483D01014
AvenuesAI Limited,INFIBEAM,CCAVENUE,539807.0,INE483S01020
Veedol Corporation Limited,TIDEWATER,VEEDOL,590005.0,INE484C01030
AMARJOTHI SPINNING MILLS LTD.,AMARJOTHI,,521097.0,INE484D01012
Precision Camshafts Limited,PRECAM,PRECAM,539636.0,INE484I01029
Godrej Properties Limited,GODREJPROP,GODREJPROP,533150.0,INE484J01027
BHANOT CONSTRUCTION & HOUSING,BCHL,,534740.0,INE484K01017
PECOS Hotels And Pubs Limited,PECOS,,539273.0,INE484S01010
Century Enka Limited,CENTENKA,CENTENKA,500280.0,INE485A01015
IOL CHEMICALS & PHARMACEUTICAL,IOLCP,,524164.0,INE485C01011
IOL Chemicals and Pharmaceuticals Limited,,IOLCP,,INE485C01029
FRONTLINE BUSINESS SOLUTIONS L,FRONTBUSS,,521167.0,INE485D01035
Arunjyoti Bio Ventures Limited,ABVL,,530881.0,INE485K01014
CESC Limited,CESC,CESC,500084.0,INE486A01021
JAIN STUDIOS LTD.,JAINSTUDIO,,532033.0,INE486B01011
UNIWORTH TEXTILES LTD.,UNIWORTHT,,500138.0,INE486C01019
RESONANCE SPECIALTIES LTD.,RESONANCE,,524218.0,INE486D01017
ZENOTECH LABORATORIES LTD.,ZENOTECH,,532039.0,INE486F01012
PHAARMASIA LTD.,PHRMASI,,523620.0,INE486I01016
GPT Healthcare Limited,,GPTHEALTH,,INE486R01017
Touchwood Entertainment Limited,,TOUCHWOOD,,INE486Y01013
NATURA HUE CHEM LTD.,NATHUEC,,531834.0,INE487B01019
GYAN DEVELOPERS & BUILDERS LTD,GYANDEV,,530141.0,INE487G01018
Chemplast Sanmar Limited,CHEMPLASTS,CHEMPLASTS,543336.0,INE488A01050
Tasty Bite Eatables Limited,TASTYBIT,TASTYBITE,519091.0,INE488B01017
VCK CAPITAL MARKET SERVICES LT,VCKCAP,,511493.0,INE488C01015
AVT Natural Products Limited,AVTNPL,AVTNPL,519105.0,INE488D01021
PSP Projects Limited,PSPPROJECT,PSPPROJECT,540544.0,INE488V01015
B & A Limited,BNALTD,BNALTD,508136.0,INE489D01011
VSD CONFIN LTD.,VSDCONF,,531696.0,INE489F01016
Anuh Pharma Limited,ANUHPHR,ANUHPHR,506260.0,INE489G01022
NITIN FIRE PROTECTION INDUSTRI,NITINFIRE,,532854.0,INE489H01020
IIFL Capital Services Limited,IIFLSEC,IIFLCAPS,542773.0,INE489L01022
CHOWGULE STEAMSHIPS LTD.,CHOWGULSTM,,501833.0,INE490A01015
XO INFOTECH LTD.,XOINFO,,532116.0,INE490B01013
MOIL Limited,MOIL,MOIL,533286.0,INE490G01020
Anuroop Packaging Limited,ANUROOP,,542865.0,INE490Z01012
Anuroop Packaging Limited,ANUROOP-RE,,750679.0,INE490Z20012
City Union Bank Limited,CUB,CUB,532210.0,INE491A01021
Mudunuru Limited,MUDUNURU,,538743.0,INE491C01027
BIJOY HANS LTD.,BIJHANS,,524723.0,INE491D01017
NARAINGARH SUGAR MILLS LTD.,NARSM,,531457.0,INE491E01015
ASK Automotive Limited,,ASKAUTOLTD,,INE491J01022
RAJA BAHADUR INTERNATIONAL LTD,RAJABAH,,503127.0,INE491N01016
Crown Lifters Limited,,CROWN,,INE491V01019
Sudarshan Colorants India Limited,HEUBACHIND,SUDARCOLOR,506390.0,INE492A01029
AMALGAMATED ELECTRICITY CO.LTD,AMALGAM,,501622.0,INE492N01022
Innovative Ideals and Services,INNOVATIVE,,541983.0,INE492Y01011
GOBLIN INDIA LIMITED,GOBLIN,,542850.0,INE492Z01018
TATA COFFEE LTD.,TATACOFFEE,,532301.0,INE493A01027
G.G.AUTOMOTIVE GEARS LTD.,GGAUTO,,531399.0,INE493B01017
CHOKSI LABORATORIES LTD.,CHOKSILA,,526546.0,INE493D01013
UNIPLY DECOR LIMITED,UDL,,526957.0,INE493E01029
MPDL LIMITED,MPDL,,532723.0,INE493H01014
HARIA APPARELS LTD,HARIAAPL,,538081.0,INE493N01012
TVS Motor Company Limited,TVSMOTOR,TVSMOTOR,532343.0,INE494B01023
CITIPORT FINANCIAL SERVICES LT,CITIPOR,,531235.0,INE494D01011
Pact Industries Ltd.,PACT,,538963.0,INE494K01024
Camson Seeds Limited,CAMSONSEEDS,,540071.0,INE494T01017
Dalmia Bharat Sugar and Industries Limited,DALMIASUG,DALMIASUG,500097.0,INE495A01022
Suven Life Sciences Limited,SUVEN,SUVEN,530239.0,INE495B01038
Suven Life Sciences Ltd.,SUVEN-RE,,750735.0,INE495B20012
Sangam (India) Limited,SANGAMIND,SANGAMIND,514234.0,INE495C01010
COROMANDEL AGRO PRODUCTS & OIL,CORAGRO,,507543.0,INE495D01018
SHERATON PROPERTIES & FINANCE,ZSHERAPR,,512367.0,INE495M01019
Mrs. Bectors Food Specialities,BECTORFOOD,,543253.0,INE495P01012
Mrs. Bectors Food Specialities Limited,,BECTORFOOD,,INE495P01020
HPL Electric & Power Limited,HPL,HPL,540136.0,INE495S01016
Benara Bearings and Pistons Li,BENARA,,541178.0,INE495Z01011
COSBOARD INDUSTRIES LTD.,COSBOARD,,530859.0,INE496D01016
BENTLEY COMMERCIAL ENTERPRISES,BENTCOM,,512195.0,INE496M01017
Seamec Limited,SEAMECLTD,SEAMECLTD,526807.0,INE497B01018
NATIONAL PLYWOOD INDUSTRIES LT,NATPLY,,516062.0,INE497C01016
Damodar Industries Limited,DAMOINDUS,DAMODARIND,521220.0,INE497D01022
RAJASTHAN TUBE MANUFACTURING C,RAJTUBE,,530253.0,INE497E01012
SPEEDAGE COMMERCIALS LTD.,ZSPEEDCO,,512291.0,INE497M01015
Godavari Biorefineries Limited,,GODAVARIB,,INE497S01012
DCM  Limited,DCM,DCM,502820.0,INE498A01018
Shoppers Stop Limited,SHOPERSTOP,SHOPERSTOP,532638.0,INE498B01024
Shoppers Stop Ltd,SHOPER-RE,,750649.0,INE498B20016
DECCAN BEARINGS LTD.,DECANBRG,,505703.0,INE498D01012
Salona Cotspin Limited,SALONACOT,SALONA,590056.0,INE498E01010
KATARE SPINNING MILLS LTD.,KATRSPG,,502933.0,INE498G01015
L&T Finance Limited,L&TFH,LTF,533519.0,INE498L01015
LTFHL-7.95%-16-12-22-PVT,795LTFHL22A,,715031.0,INE498L04126
L&T FINANCE HOLDINGS LIMITED,L&TFH-RE,,750652.0,INE498L20015
Vintage Coffee And Beverages Limited,VINCOFE,VINCOFE,538920.0,INE498Q01014
DCM Shriram Limited,DCMSHRIRAM,DCMSHRIRAM,523367.0,INE499A01024
GUJARAT TERCE LABORATORIES LTD,GUJTERC,,524314.0,INE499G01013
SOFCOM SYSTEMS LIMITED,SOFCOM,,538923.0,INE499Q01012
DCW Limited,DCW,DCW,500117.0,INE500A01029
Aspira Pathlab & Diagnostics L,ASPIRA,,540788.0,INE500C01017
EASTERN TREADS LTD.,EASTRED,,531346.0,INE500D01015
S H Kelkar and Company Limited,SHK,SHK,539450.0,INE500L01026
Lexus Granito (India) Limited,,LEXUS,,INE500X01013
Deepak Fertilizers and Petrochemicals Corporation Limited,DEEPAKFERT,DEEPAKFERT,500645.0,INE501A01019
Deepak Fertilizers &Petrochemi,DEEPAK-RE,,750646.0,INE501A20019
OMKAR PHARMACHEM LTD.,OMKARPH,,532167.0,INE501C01015
FORTUNE INTERNATIONAL LTD.,FORINTL,,530213.0,INE501D01013
PBM POLYTEX LTD.,PBMPOLY,,514087.0,INE501F01018
HT Media Limited,HTMEDIA,HTMEDIA,532662.0,INE501G01024
Maitri Enterprises Limited,MAITRI,,513430.0,INE501L01024
La Tim Metal & Industries Limi,LATIMMETAL,,505693.0,INE501N01020
Sintex Plastics Technology Ltd,SINTEXPLAST,,540653.0,INE501W01021
Aye Finance Limited,,AYE,,INE501X01029
Sheetal Cool Products Limited,SCPL,SCPL,540757.0,INE501Y01019
STANDARD BATTERIES LTD.,STDBAT,,504180.0,INE502C01039
TRANS INDIA HOUSE IMPEX LIMITE,TIHIL,,523752.0,INE502D01011
TALWALKARS BETTER VALUE FITNES,TALWALKARS,,533200.0,INE502K01016
SPS FINQUEST LTD,SPS,,538402.0,INE502O01018
DCB Bank Limited,DCBBANK,DCBBANK,532772.0,INE503A01015
STEEL EXCHANGE INDIA LIMITED,STEELXIND,STEELXIND,534748.0,INE503B01021
GEMSTONE INVESTMENTS LTD.,GEMSI,,531137.0,INE503D01027
DMCC SPECIALITY CHEMICALS LIMITED,DMCC,DMCC,506405.0,INE505A01010
Prajay Engineers Syndicate Limited,PRAENG,PRAENG,531746.0,INE505C01016
Euro Panel Products Limited,,EUROBOND,,INE505V01016
Vineet Laboratories Limited,VINEETLAB,VINEETLAB,543298.0,INE505Y01010
Dredging Corporation of India Limited,DREDGECORP,DREDGECORP,523618.0,INE506A01018
ALPHA HI-TECH FUEL LTD.,ALPHA,,531247.0,INE506B01016
Haldyn Glass Limited,HALDYNGL,HALDYNGL,515147.0,INE506D01020
Rubicon Research Limited,,RUBICON,,INE506V01022
Krishana Phoschem Limited,,KRISHANA,,INE506W01020
Dhruv Consultancy Services Limited,DHRUV,DHRUV,541302.0,INE506Z01015
INCON ENGINEERS LTD.,INCON,,531594.0,INE507D01010
Empower India Limited,EMPOWER,EMPOWER,504351.0,INE507F01023
HPC BIOSCIENCES LTD.,HPCBL,,535217.0,INE507O01025
DUNCANS INDUSTRIES LTD.,DUNCANSLTD,,590063.0,INE508A01022
Time Technoplast Limited,TIMETECHNO,TIMETECHNO,532856.0,INE508G01029
BERYL SECURITIES LTD.,BERYLSE,,531582.0,INE508J01015
Robust Hotels Limited,RHL,RHL,543901.0,INE508K01013
JACKSON INVESTMENTS LTD,JACKSON,,538422.0,INE508N01025
Shashank Traders Limited,SHASHANK,,540221.0,INE508R01018
ASUTOSH ENTERPRISES LTD.,ASUTENT,,512433.0,INE508W01018
DUNLOP INDIA LTD.,DUNLOP-B1,,509130.0,INE509A01012
GENNEX LABORATORIES LTD.,GENNEX,,531739.0,INE509C01026
Gennex Laboratories Ltd,GENNEX-RE,,750722.0,INE509C20018
CUPID LTD.,CUPID,,530843.0,INE509F01011
Cupid Limited,,CUPID,,INE509F01029
K K Fincorp Limited,KKFIN,,503669.0,INE509J01013
TECHNOFAB ENGINEERING LIMITED,TECHNOFAB,,533216.0,INE509K01011
Engineers India Limited,ENGINERSIN,ENGINERSIN,532178.0,INE510A01028
AGARWAL FORTUNE INDIA LIMITED,AGARWAL,,530765.0,INE510B01018
JAMES HOTELS LTD.,JAMEHOT,,526558.0,INE510D01014
ROYAL INDIA CORPORATION LIMITE,ROYALIND,,512047.0,INE510H01015
ARMAN HOLDINGS LTD,ARMAN,,538556.0,INE510P01018
Inox Green Energy Services Limited,INOXGREEN,INOXGREEN,543667.0,INE510W01014
Poonawalla Fincorp Limited,POONAWALLA,POONAWALLA,524000.0,INE511C01022
JYOTI LTD.,JYOTI,,504076.0,INE511D01012
KEDIA CONSTRUCTION CO.LTD.,KEDIACN,,508993.0,INE511J01027
MMP Industries Limited,,MMP,,INE511Y01018
FGP LTD.,FGP,,500142.0,INE512A01016
FCS Software Solutions Limited,FCSSOFT,FCSSOFT,532666.0,INE512B01022
INTELLIVATE CAPITAL VENTURES L,INTELLCAP,,506134.0,INE512D01028
Aar Shyam India Investment Com,AARSHYAM,,542377.0,INE512R01010
Schaeffler India Limited,SCHAEFFLER,SCHAEFFLER,505790.0,INE513A01022
Octal Credit Capital Ltd.,OCTAL,,538894.0,INE513C01010
RODIUM REALTY LIMITED,RODIUM,,531822.0,INE513E01024
Captain Pipes Limited,CAPPIPES,,538817.0,INE513R01026
MINOLTA FINANCE LTD.,MINOLTAF,,532164.0,INE514C01018
Moksh Ornaments Limited,,MOKSH,,INE514Y01020
John Cockerill India Limited,COCKERILL,COCKERILL,500147.0,INE515A01019
VISION CINEMAS LTD.,VISIONCINE,,526441.0,INE515B01025
Lahoti Overseas Limited,LAHOTIOV,LAHOTIOV,531842.0,INE515C01023
EMPIRE INDUSTRIES LTD.,EMPIND,,509525.0,INE515H01014
UFLEX Limited,UFLEX,UFLEX,500148.0,INE516A01017
KIRAN PRINT-PACK LTD.,KIRANPR,,531413.0,INE516D01011
PANABYTE TECHNOLOGIES LIMITED,PANABYTE,,538742.0,INE516E01019
ABHINAV CAPITAL SERVICES LTD.,ABHICAP,,532057.0,INE516F01016
RICHA INDUSTRIES LTD.,RICHAIND,,532766.0,INE516H01012
GOENKA DIAMOND & JEWELS LTD.,GOENKA,,533189.0,INE516K01024
RAMCHANDRA LEASING & FINANCE L,RLFL,,538540.0,INE516P01015
Tata Teleservices (Maharashtra) Limited,TTML,TTML,532371.0,INE517B01013
KONARK SYNTHETIC LTD.,KONARKSY,,514128.0,INE517D01019
Gujarat Pipavav Port Limited,GPPL,GPPL,533248.0,INE517F01014
FORBES & COMPANY LTD.,FORBESCO,,502865.0,INE518A01013
SEVEN HILL INDUSTRIES LIMITED,SEVENHILL,,511760.0,INE518D01025
Zim Laboratories Limited,ZIMLAB,ZIMLAB,541400.0,INE518E01015
SIMPLEX TRADING & AGENCIES LTD,SMPLXTR,,504382.0,INE518H01018
Foseco India Limited,FOSECOIND,FOSECOIND,500150.0,INE519A01011
CYBERSCAPE MULTIMEDIA LTD.,CYBERSC,,532364.0,INE519B01019
Summit Securities Limited,SUMMITSEC,SUMMITSEC,533306.0,INE519C01017
LADDERUP FINANCE LTD.,LADDERUP,,530577.0,INE519D01015
MIDWEST GOLD LTD.,MIDWEST,,526570.0,INE519N01014
Zensar Technologies Limited,ZENSARTECH,ZENSARTECH,504067.0,INE520A01027
ASYA INFOSOFT LIMITED,ASYAINFO,,511144.0,INE520G01016
Beardsell Limited,BEARDSELL,BEARDSELL,539447.0,INE520H01022
BEARDSELL LIMITED,BEARD-RE,,750690.0,INE520H20014
Ice Make Refrigeration Limited,,ICEMAKE,,INE520Y01019
MAFATLAL LUBRICANTS LTD.,MAFLU,,520149.0,INE521D01011
CP Capital Limited,CAREERP,CPCAP,533260.0,INE521J01018
BANAS FINANCE LTD.,BANASFN,,509053.0,INE521L01030
Banas Finance Limited,BANASFN-RE,,750719.0,INE521L20014
Manappuram Finance Limited,MANAPPURAM,MANAPPURAM,531213.0,INE522D01027
Coal India Limited,COALINDIA,COALINDIA,533278.0,INE522F01014
